Date,Engagement_Rate
2022-03-15,8.776168921116225
2022-03-16,8.315634947241605
2022-03-17,6.077798784175997
2022-03-18,7.893795987371629
2022-03-19,9.127974642607247
2022-03-20,8.630094735364384
2022-03-21,9.262011180312024
2022-03-22,8.37767185738964
2022-03-23,8.499241931070001
2022-03-24,8.986561390988285
2022-03-25,9.310051647208256
2022-03-26,9.19829972012677
2022-03-27,9.219008645807458
2022-03-28,8.52933771371097
2022-03-29,9.67756378632092
2022-03-30,9.521821270991436
2022-03-31,10.62948390791192
2022-04-01,10.798917879901506
2022-04-02,9.885156417483943
2022-04-03,9.424715049909887
2022-04-04,9.261269592545778
2022-04-05,10.423494354064113
2022-04-06,10.17734006834856
2022-04-07,9.856146324428925
2022-04-08,10.343596856834248
2022-04-09,9.779999156051872
2022-04-10,11.198032034072218
2022-04-11,10.152871435214001
2022-04-12,11.9245077048055
2022-04-13,11.203491641790801
2022-04-14,11.493578523237067
2022-04-15,9.905088154258959
2022-04-16,11.269382433058668
2022-04-17,11.940556451096276
2022-04-18,10.346299398192066
2022-04-19,11.133781493996379
2022-04-20,11.532614546693358
2022-04-21,10.226882679753244
2022-04-22,12.015159392042293
2022-04-23,12.646160647585035
2022-04-24,11.040484059168014
2022-04-25,12.350545978664107
2022-04-26,10.787716588762567
2022-04-27,12.16130449073395
2022-04-28,10.684227645296707
2022-04-29,13.521417708235663
2022-04-30,12.908900537936828
2022-05-01,12.575383044124221
2022-05-02,11.924838380830842
2022-05-03,14.073755930158777
2022-05-04,14.867101749254735
2022-05-05,11.142018135553247
2022-05-06,14.33616403045282
2022-05-07,14.827650753148907
2022-05-08,13.638011696574477
2022-05-09,12.200731967664815
2022-05-10,14.363345317544022
2022-05-11,13.419079697921848
2022-05-12,13.096079372206743
2022-05-13,12.569941864333039
2022-05-14,14.450537495976215
2022-05-15,14.792806865919347
2022-05-16,13.476469270320209
2022-05-17,14.720576337073371
2022-05-18,13.155658610376857
2022-05-19,15.201861031871346
2022-05-20,14.546567298424145
2022-05-21,14.41343022809265
2022-05-22,14.598254127470856
2022-05-23,15.668886157005868
2022-05-24,15.650411639865009
2022-05-25,15.52946532435271
2022-05-26,15.237701209997386
2022-05-27,15.277821127912707
2022-05-28,15.918380261998525
2022-05-29,15.632494559178738
2022-05-30,16.182551406864484
2022-05-31,15.28988322648194
2022-06-01,13.265162235892863
2022-06-02,16.838824601859415
2022-06-03,18.086979646974257
2022-06-04,16.44136444356858
2022-06-05,15.999844766716501
2022-06-06,16.06355525610397
2022-06-07,16.18094581222519
2022-06-08,16.417409408300006
2022-06-09,15.377981271253113
2022-06-10,16.082905542079775
2022-06-11,15.70297317234974
2022-06-12,17.04879916138777
2022-06-13,16.60335884762914
2022-06-14,17.495211323977966
2022-06-15,16.925296840257502
2022-06-16,18.186335187821246
2022-06-17,17.513533901335443
2022-06-18,19.590699728969735
2022-06-19,15.60363907710891
2022-06-20,16.953083311745093
2022-06-21,18.601486891648715
2022-06-22,20.3283257068064
2022-06-23,17.651365222284543
2022-06-24,18.043668993178393
2022-06-25,17.873685757486395
2022-06-26,19.531457112587596
2022-06-27,18.01269213652398
2022-06-28,19.080069839878107
2022-06-29,18.180198401101332
2022-06-30,17.327441244754006
2022-07-01,19.013547720463436
2022-07-02,19.303184813435326
2022-07-03,20.193225882532264
2022-07-04,18.88955297358269
2022-07-05,18.48263793628764
2022-07-06,19.76276109661903
2022-07-07,19.540737092237734
2022-07-08,19.68066507712264
2022-07-09,19.426887296252726
2022-07-10,20.76033856999377
2022-07-11,20.069492716375727
2022-07-12,21.704658708340986
2022-07-13,21.011056698560505
2022-07-14,20.659049796100213
2022-07-15,18.472561659383743
2022-07-16,20.80231928029563
2022-07-17,20.720282203647063
2022-07-18,21.210951672803557
2022-07-19,21.54444209470726
2022-07-20,20.199121808211075
2022-07-21,21.52400561845041
2022-07-22,20.237694568980913
2022-07-23,22.854878075009037
2022-07-24,19.668048333482755
2022-07-25,19.339311439601218
2022-07-26,19.549278734175903
2022-07-27,20.409444415836955
2022-07-28,20.280884601440274
2022-07-29,23.456078903703645
2022-07-30,21.273500501921816
2022-07-31,20.35732421062257
2022-08-01,22.914382976779795
2022-08-02,21.31347606117841
2022-08-03,20.763146623458606
2022-08-04,22.9758389276493
2022-08-05,22.823362176578037
2022-08-06,21.865043317044776
2022-08-07,23.807540000241232
2022-08-08,22.629101579710728
2022-08-09,24.2169495988573
2022-08-10,23.202740881999908
2022-08-11,24.358805540619862
2022-08-12,23.00940269642543
2022-08-13,21.780255603020972
2022-08-14,25.5493686490614
2022-08-15,22.654225832017435
2022-08-16,23.101162137111107
2022-08-17,22.69960149507875
2022-08-18,23.296605551035444
2022-08-19,23.842669441081796
2022-08-20,23.901830178874008
2022-08-21,24.461020287598696
2022-08-22,25.69215820897557
2022-08-23,23.879535428211497
2022-08-24,22.866879264553575
2022-08-25,23.017681873490368
2022-08-26,23.63424548180088
2022-08-27,22.72580419238107
2022-08-28,25.32502982443899
2022-08-29,24.101786436368922
2022-08-30,24.38901502169715
2022-08-31,24.798108517162
2022-09-01,23.50337957540457
2022-09-02,24.138683639223963
2022-09-03,25.774711525687973
2022-09-04,25.818539130786295
2022-09-05,24.856828069299368
2022-09-06,27.210534914125457
2022-09-07,24.194273077442265
2022-09-08,25.255012789845022
2022-09-09,25.469160256864534
2022-09-10,23.006914999853464
2022-09-11,27.837528813616082
2022-09-12,26.366332014540063
2022-09-13,25.05541061809221
2022-09-14,28.251173442857446
2022-09-15,26.88566200017239
2022-09-16,26.829526140021965
2022-09-17,25.89300160179996
2022-09-18,26.706222724035218
2022-09-19,25.174319683770644
2022-09-20,27.59502609442485
2022-09-21,26.52556168115678
2022-09-22,27.134048196554627
2022-09-23,28.302054862199707
2022-09-24,27.48474811084906
2022-09-25,27.562467445463273
2022-09-26,27.676499304822187
2022-09-27,26.76672839610469
2022-09-28,28.43600471943427
2022-09-29,29.243359110804487
2022-09-30,28.558805660097935
2022-10-01,28.784908814464885
2022-10-02,27.122718481081815
2022-10-03,27.232212777127074
2022-10-04,26.759123975708164
2022-10-05,29.53225307082844
2022-10-06,28.145820132392632
2022-10-07,29.899843942480988
2022-10-08,27.8180883173132
2022-10-09,28.26249101717142
2022-10-10,28.895425087191263
2022-10-11,29.821450068659512
2022-10-12,29.06075019579951
2022-10-13,29.311124755007718
2022-10-14,29.21652756730562
2022-10-15,29.477187720275964
2022-10-16,28.283529982115258
2022-10-17,29.580927100973284
2022-10-18,29.413421006488534
2022-10-19,29.643175519114155
2022-10-20,30.292336555936654
2022-10-21,29.219321858991115
2022-10-22,29.915491972595373
2022-10-23,29.802638117226497
2022-10-24,30.617302004974864
2022-10-25,31.084770651015592
2022-10-26,29.44457473762631
2022-10-27,31.08591043110262
2022-10-28,32.665783320218836
2022-10-29,29.22884307416738
2022-10-30,29.96982810468489
2022-10-31,30.019422400155833
2022-11-01,30.720902278456713
2022-11-02,32.722849085954
2022-11-03,31.213352676347178
2022-11-04,30.605306404712778
2022-11-05,32.02180350430557
2022-11-06,30.900195468929155
2022-11-07,32.72341216202194
2022-11-08,32.005267040244014
2022-11-09,33.18877939637027
2022-11-10,31.238655756846985
2022-11-11,35.03085711237203
2022-11-12,32.92458462503346
2022-11-13,32.854580152586706
2022-11-14,32.24881155239234
2022-11-15,31.67440288086557
2022-11-16,31.63223132237641
2022-11-17,32.464022673899414
2022-11-18,31.902730214506875
2022-11-19,33.082675712248424
2022-11-20,32.07390256815268
2022-11-21,33.62108270083901
2022-11-22,34.0561217041247
2022-11-23,32.49415949259772
2022-11-24,34.4926860677547
2022-11-25,33.16205806424782
2022-11-26,34.655287886088225
2022-11-27,34.03816634729124
2022-11-28,34.822328321657096
2022-11-29,32.80298020447032
2022-11-30,33.79320601322078
2022-12-01,35.451429260590935
2022-12-02,33.48196315231842
2022-12-03,32.16279877431921
2022-12-04,32.35741081852355
2022-12-05,31.893559347323944
2022-12-06,32.38583607808317
2022-12-07,34.18836083681152
2022-12-08,35.97852808284173
2022-12-09,34.35777072048683
2022-12-10,35.22352735360144
2022-12-11,34.89000850983639
2022-12-12,35.10854894543603
2022-12-13,35.031801160255284
2022-12-14,35.12581965569201
2022-12-15,35.861164099977024
2022-12-16,34.32401732855868
2022-12-17,36.610127177334725
2022-12-18,36.620017933247766
2022-12-19,35.604942659124106
2022-12-20,36.705393424232184
2022-12-21,35.29865557374282
2022-12-22,35.56277697612466
2022-12-23,36.35626385027009
2022-12-24,36.109778974915145
2022-12-25,35.951261967328385
2022-12-26,35.8275519612134
2022-12-27,36.04250527821396
2022-12-28,37.63916874419649
2022-12-29,34.85667659433165
2022-12-30,37.25249436436934
2022-12-31,36.76356304818702
